"id","trial","response"
12,30,"brown"
12,31,"brown"
12,32,"green"
12,33,"red"
12,34,"blue"
12,35,"red"
12,36,"purple"
12,37,"purple"
12,38,"green"
12,39,"purple"
12,40,"red"
12,41,"blue"
12,42,"green"
12,43,"green"
12,44,"green"
12,45,"red"
12,46,"purple"
12,47,"brown"
12,48,"purple"
12,49,"purple"
12,50,"brown"
13,1,"brown"
13,2,"red"
13,3,"brown"
13,4,"green"
13,5,"red"
13,6,"bleu"
13,7,"green"
13,8,"brown"
13,9,"purple"
13,10,"red"
13,11,"blue"
13,12,"green"
13,13,"blue"
13,14,"brown"
13,15,"red"
13,16,"green"
13,17,"brown"
13,18,"brown"
13,19,"blue"
13,20,"blue"
13,21,"purple"
13,22,"green"
13,23,"purple"
13,24,"brown"
13,25,"red"
13,26,"red"
13,27,"grene"
13,28,"purpel"
13,29,"purple"
13,30,"green"
13,31,"red"
13,32,"brown"
13,33,"green"
13,34,"purple"
13,35,"green"
13,36,"red"
13,37,"purple"
13,38,"red"
13,39,"purple"
13,40,"red"
13,41,"blue"
13,42,"purple"
13,43,"blue"
13,44,"green"
13,45,"green"
13,46,"blue"
13,47,"bleu"
13,48,"blue"
13,49,"purple"
13,50,"blue"
14,1,"blue"
14,2,"brown"
14,3,"purple"
14,4,"blue"
14,5,"blue"
14,6,"purple"
14,7,"blue"
14,8,"brown"
14,9,"green"
14,10,"red"
14,11,"brown"
14,12,"brown"
14,13,"purple"
14,14,"red"
14,15,"green"
14,16,"brown"
14,17,"blue"
14,18,"green"
14,19,"brown"
14,20,"green"
14,21,"green"
14,22,"blue"
14,23,"brown"
14,24,"brown"
14,25,"green"
14,26,"purple"
14,27,"purple"
14,28,"purple"
14,29,"green"
14,30,"blue"
14,31,"brown"
14,32,"red"
14,33,"blue"
14,34,"green"
14,35,"green"
14,36,"green"
14,37,"purple"
14,38,"red"
14,39,"brown"
14,40,"brown"
14,41,"purple"
14,42,"red"
14,43,"red"
14,44,"rde"
14,45,"blue"
14,46,"red"
14,47,"red"
14,48,"purple"
14,49,"purple"
14,50,"blue"
15,1,"purple"
15,2,"blue"
15,3,"red"
15,4,"blue"
15,5,"green"
15,6,"purple"
15,7,"blue"
15,8,"blue"
15,9,"brown"
15,10,"purple"
15,11,"purple"
15,12,"blue"
15,13,"red"
15,14,"rde"
15,15,"red"
15,16,"red"
15,17,"brown"
15,18,"blue"
15,19,"grene"
15,20,"purple"
15,21,"brown"
15,22,"red"
15,23,"blue"
15,24,"blue"
15,25,"red"
15,26,"red"
15,27,"brown"
15,28,"blue"
15,29,"brown"
15,30,"green"
15,31,"brown"
15,32,"blue"
15,33,"purple"
15,34,"green"
15,35,"red"
15,36,"brown"
15,37,"brown"
15,38,"green"
15,39,"red"
15,40,"grene"
15,41,"brown"
15,42,"purple"
15,43,"purple"
15,44,"green"
15,45,"blue"
15,46,"purple"
15,47,"green"
15,48,"green"
15,49,"red"
15,50,"green"
16,1,"green"
16,2,"brown"
16,3,"blue"
16,4,"brown"
16,5,"green"
16,6,"purple"
16,7,"brown"
16,8,"green"
16,9,"brown"
16,10,"geren"
16,11,"purple"
16,12,"blue"
16,13,"brown"
16,14,"red"
16,15,"purple"
16,16,"red"
16,17,"brown"
16,18,"blue"
16,19,"green"
16,20,"purple"
16,21,"red"
16,22,"rde"
16,23,"grene"
16,24,"red"
16,25,"green"
16,26,"purple"
16,27,"red"
16,28,"green"
16,29,"blue"
16,30,"red"
16,31,"brown"
16,32,"purple"
16,33,"blue"
16,34,"purple"
16,35,"green"
16,36,"blue"
16,37,"purple"
16,38,"bleu"
16,39,"purple"
16,40,"purple"
16,41,"red"
16,42,"red"
16,43,"purple"
16,44,"brown"
16,45,"blue"
16,46,"bronw"
16,47,"red"
16,48,"blue"
16,49,"blue"
16,50,"green"
17,1,"green"
17,2,"blue"
17,3,"red"
17,4,"brown"
17,5,"red"
17,6,"blue"
17,7,"purple"
17,8,"red"
17,9,"green"
17,10,"green"
17,11,"brown"
17,12,"purple"
17,13,"purple"
17,14,"blue"
17,15,"red"
17,16,"green"
17,17,"blue"
17,18,"red"
17,19,"red"
17,20,"blue"
17,21,"blue"
17,22,"brown"
17,23,"blue"
17,24,"blue"
17,25,"purple"
17,26,"red"
17,27,"bronw"
17,28,"brown"
17,29,"purple"
17,30,"green"
17,31,"brown"
17,32,"green"
17,33,"blue"
17,34,"brown"
17,35,"blue"
17,36,"green"
17,37,"pruple"
17,38,"red"
17,39,"purple"
17,40,"purple"
17,41,"blue"
17,42,"red"
17,43,"brown"
17,44,"purple"
17,45,"green"
17,46,"brown"
17,47,"green"
17,48,"green"
17,49,"brown"
17,50,"red"
18,1,"red"
18,2,"red"
18,3,"red"
18,4,"brown"
18,5,"blue"
18,6,"red"
18,7,"brown"
18,8,"brown"
18,9,"blue"
18,10,"green"
18,11,"red"
18,12,"brown"
18,13,"blue"
18,14,"red"
18,15,"red"
18,16,"brown"
18,17,"green"
18,18,"brown"
18,19,"green"
18,20,"brown"
18,21,"purple"
18,22,"red"
18,23,"blue"
18,24,"green"
18,25,"purple"
18,26,"green"
18,27,"blue"
18,28,"blue"
18,29,"purple"
18,30,"blue"
18,31,"purple"
18,32,"brown"
18,33,"red"
18,34,"brown"
18,35,"blue"
18,36,"green"
18,37,"green"
18,38,"blue"
18,39,"purple"
18,40,"purple"
18,41,"purple"
18,42,"purple"
18,43,"green"
18,44,"green"
18,45,"green"
18,46,"bule"
18,47,"purple"
18,48,"purple"
18,49,"brown"
18,50,"red"
19,1,"brown"
19,2,"blue"
19,3,"purple"
19,4,"purple"
19,5,"green"
19,6,"brown"
19,7,"green"
19,8,"brown"
19,9,"green"
19,10,"blue"
19,11,"red"
19,12,"blue"
19,13,"brown"
19,14,"brown"
19,15,"purple"
19,16,"purple"
19,17,"purple"
19,18,"green"
19,19,"red"
19,20,"blue"
19,21,"green"
19,22,"red"
19,23,"brown"
19,24,"green"
19,25,"red"
19,26,"blue"
19,27,"green"
19,28,"purple"
19,29,"green"
19,30,"brown"
19,31,"red"
19,32,"green"
19,33,"purple"
19,34,"purple"
19,35,"brown"
19,36,"blue"
19,37,"blue"
19,38,"blue"
19,39,"red"
19,40,"red"
19,41,"blue"
19,42,"blue"
19,43,"red"
19,44,"purple"
19,45,"brown"
19,46,"brown"
19,47,"red"
19,48,"green"
19,49,"purple"
19,50,"red"
20,1,"brown"
20,2,"brown"
20,3,"green"
20,4,"brown"
20,5,"brown"
20,6,"green"
20,7,"brown"
20,8,"blue"
20,9,"green"
20,10,"purple"
20,11,"purple"
20,12,"brown"
20,13,"brown"
20,14,"blue"
20,15,"red"
20,16,"red"
20,17,"blue"
20,18,"green"
20,19,"brown"
20,20,"purple"
20,21,"blue"
20,22,"green"
20,23,"purple"
20,24,"bule"
20,25,"blue"
20,26,"green"
20,27,"blue"
20,28,"green"
20,29,"blue"
20,30,"blue"
20,31,"purple"
20,32,"green"
20,33,"brown"
20,34,"red"
20,35,"red"
20,36,"green"
20,37,"red"
20,38,"red"
20,39,"purple"
20,40,"red"
20,41,"rde"
20,42,"brown"
20,43,"red"
20,44,"green"
20,45,"bule"
20,46,"purple"
20,47,"red"
20,48,"purple"
20,49,"purple"
20,50,"purple"
21,1,"red"
21,2,"red"
21,3,"green"
21,4,"green"
21,5,"red"
21,6,"red"
21,7,"blue"
21,8,"brown"
21,9,"green"
21,10,"purple"
21,11,"red"
21,12,"red"
21,13,"blue"
21,14,"blue"
21,15,"borwn"
21,16,"green"
21,17,"brown"
21,18,"blue"
21,19,"brwon"
21,20,"purple"
21,21,"red"
21,22,"green"
21,23,"purple"
21,24,"brown"
21,25,"purple"
21,26,"grene"
21,27,"brown"
21,28,"brown"
21,29,"green"
21,30,"blue"
21,31,"purple"
21,32,"purple"
21,33,"green"
21,34,"blue"
21,35,"brown"
21,36,"green"
21,37,"purple"
21,38,"red"
21,39,"blue"
21,40,"purple"
21,41,"brown"
21,42,"brown"
21,43,"blue"
21,44,"red"
21,45,"red"
21,46,"blue"
21,47,"brown"
21,48,"green"
21,49,"blue"
21,50,"purple"
22,1,"brown"
22,2,"green"
22,3,"blue"
22,4,"purple"
22,5,"red"
22,6,"brown"
22,7,"green"
22,8,"green"
22,9,"blue"
22,10,"purple"
22,11,"red"
22,12,"blue"
22,13,"red"
22,14,"purple"
22,15,"green"
22,16,"brown"
22,17,"brown"
22,18,"purple"
22,19,"red"
22,20,"green"
22,21,"green"
22,22,"red"
22,23,"blue"
22,24,"brown"
22,25,"blue"
22,26,"blue"
22,27,"brown"
22,28,"red"
22,29,"purple"
22,30,"brown"
22,31,"red"
22,32,"red"
22,33,"brown"
22,34,"purple"
22,35,"brown"
22,36,"blue"
22,37,"purple"
22,38,"blue"
22,39,"blue"
22,40,"green"
22,41,"green"
22,42,"red"
22,43,"green"
22,44,"blue"
22,45,"purple"
22,46,"purple"
22,47,"green"
22,48,"purple"
22,49,"red"
22,50,"brown"
23,1,"green"
23,2,"brwon"
23,3,"purple"
23,4,"blue"
23,5,"blue"
23,6,"green"
23,7,"blue"
23,8,"blue"
23,9,"brown"
23,10,"brown"
23,11,"brown"
23,12,"red"
23,13,"green"
23,14,"brown"
23,15,"green"
23,16,"purple"
23,17,"blue"
23,18,"green"
23,19,"red"
23,20,"red"
23,21,"blue"
23,22,"blue"
23,23,"brown"
23,24,"purple"
23,25,"red"
23,26,"blue"
23,27,"purple"
23,28,"red"
23,29,"blue"
23,30,"purple"
23,31,"geren"
23,32,"green"
23,33,"green"
23,34,"blue"
23,35,"brown"
23,36,"red"
23,37,"red"
23,38,"brown"
23,39,"bronw"
23,40,"purple"
23,41,"purple"
23,42,"brown"
23,43,"purple"
23,44,"purple"
23,45,"red"
23,46,"green"
23,47,"red"
23,48,"green"
23,49,"red"
23,50,"purple"
24,1,"purple"
24,2,"brown"
24,3,"green"
24,4,"green"
24,5,"red"
24,6,"red"
24,7,"red"
24,8,"red"
24,9,"blue"
24,10,"purple"
24,11,"purple"
24,12,"bleu"
24,13,"puprle"
24,14,"purple"
24,15,"blue"
24,16,"red"
24,17,"green"
24,18,"brown"
24,19,"red"
24,20,"purple"
24,21,"red"
24,22,"green"
24,23,"red"
24,24,"blue"
24,25,"blue"
24,26,"purple"
24,27,"green"
24,28,"brown"
24,29,"brown"
24,30,"brown"
24,31,"red"
24,32,"brown"
24,33,"green"
24,34,"blue"
24,35,"brown"
24,36,"green"
24,37,"red"
24,38,"brown"
24,39,"purple"
24,40,"blue"
24,41,"purpel"
24,42,"green"
24,43,"brown"
24,44,"blue"
24,45,"red"
24,46,"purple"
24,47,"brown"
24,48,"blue"
24,49,"blue"
24,50,"green"
25,1,"blue"
25,2,"blue"
25,3,"red"
25,4,"brown"
25,5,"red"
25,6,"brown"
25,7,"red"
25,8,"blue"
25,9,"green"
25,10,"brown"
25,11,"red"
25,12,"red"
25,13,"red"
25,14,"purple"
25,15,"green"
25,16,"brown"
25,17,"purple"
25,18,"geren"
25,19,"blue"
25,20,"brown"
25,21,"brown"
25,22,"green"
25,23,"blue"
25,24,"purple"
25,25,"purple"
25,26,"borwn"
25,27,"brown"
25,28,"brown"
25,29,"purple"
25,30,"blue"
25,31,"red"
25,32,"green"
25,33,"green"
25,34,"purple"
25,35,"blue"
25,36,"red"
25,37,"purple"
25,38,"purple"
25,39,"red"
25,40,"bleu"
25,41,"green"
25,42,"green"
25,43,"purple"
25,44,"blue"
25,45,"brown"
25,46,"blue"
25,47,"red"
25,48,"red"
25,49,"purple"
25,50,"green"
26,1,"purple"
26,2,"red"
26,3,"purple"
26,4,"purple"
26,5,"red"
26,6,"blue"
26,7,"blue"
26,8,"green"
26,9,"red"
26,10,"red"
26,11,"brown"
26,12,"red"
26,13,"red"
26,14,"green"
26,15,"green"
26,16,"purple"
26,17,"blue"
26,18,"blue"
26,19,"blue"
26,20,"blue"
26,21,"green"
26,22,"green"
26,23,"purple"
26,24,"blue"
26,25,"red"
26,26,"purple"
26,27,"green"
26,28,"purple"
26,29,"brown"
26,30,"blue"
26,31,"brown"
26,32,"puprle"
26,33,"brown"
26,34,"green"
26,35,"borwn"
26,36,"blue"
26,37,"green"
26,38,"green"
26,39,"brown"
26,40,"blue"
26,41,"brown"
26,42,"purple"
26,43,"red"
26,44,"red"
26,45,"brown"
26,46,"red"
26,47,"brown"
26,48,"brown"
26,49,"green"
26,50,"purple"
27,1,"blue"
27,2,"brown"
27,3,"purple"
27,4,"purple"
27,5,"purple"
27,6,"purple"
27,7,"brown"
27,8,"red"
27,9,"brown"
27,10,"brown"
27,11,"brown"
27,12,"blue"
27,13,"brown"
27,14,"blue"
27,15,"green"
27,16,"brown"
27,17,"green"
27,18,"blue"
27,19,"red"
27,20,"green"
27,21,"red"
27,22,"red"
27,23,"purple"
27,24,"green"
27,25,"blue"
27,26,"red"
27,27,"green"
27,28,"blue"
27,29,"red"
27,30,"blue"
27,31,"purple"
27,32,"grene"
27,33,"blue"
27,34,"red"
27,35,"green"
27,36,"purple"
27,37,"red"
27,38,"purple"
27,39,"red"
27,40,"green"
27,41,"brown"
27,42,"blue"
27,43,"red"
27,44,"brown"
27,45,"green"
27,46,"purple"
27,47,"green"
27,48,"blue"
27,49,"brown"
27,50,"purple"
28,1,"blue"
28,2,"green"
28,3,"green"
28,4,"brown"
28,5,"brown"
28,6,"purple"
28,7,"green"
28,8,"red"
28,9,"blue"
28,10,"red"
28,11,"purple"
28,12,"brown"
28,13,"blue"
28,14,"red"
28,15,"purple"
28,16,"pruple"
28,17,"green"
28,18,"red"
28,19,"purple"
28,20,"brown"
28,21,"purple"
28,22,"blue"
28,23,"brown"
28,24,"blue"
28,25,"red"
28,26,"green"
28,27,"brown"
28,28,"red"
28,29,"blue"
28,30,"brown"
28,31,"green"
28,32,"brown"
28,33,"green"
28,34,"green"
28,35,"purple"
28,36,"green"
28,37,"blue"
28,38,"blue"
28,39,"red"
28,40,"purlpe"
28,41,"brown"
28,42,"purple"
28,43,"blue"
28,44,"red"
28,45,"geren"
28,46,"purple"
28,47,"red"
28,48,"red"
28,49,"bule"
28,50,"brown"
29,1,"green"
29,2,"red"
29,3,"green"
29,4,"green"
29,5,"red"
29,6,"purple"
29,7,"red"
29,8,"brown"
29,9,"blue"
29,10,"bule"
29,11,"brown"
29,12,"green"
29,13,"brown"
29,14,"green"
29,15,"red"
29,16,"blue"
29,17,"red"
29,18,"blue"
29,19,"brown"
29,20,"brown"
29,21,"brown"
29,22,"brown"
29,23,"green"
29,24,"purple"
29,25,"red"
29,26,"purple"
29,27,"purple"
29,28,"purple"
29,29,"green"
29,30,"blue"
29,31,"brown"
29,32,"green"
29,33,"green"
29,34,"brown"
29,35,"purple"
29,36,"red"
29,37,"blue"
29,38,"blue"
29,39,"blue"
29,40,"purple"
29,41,"red"
29,42,"blue"
29,43,"purple"
29,44,"purple"
29,45,"green"
29,46,"blue"
29,47,"purple"
29,48,"purple"
29,49,"red"
29,50,"red"
30,1,"purple"
30,2,"blue"
30,3,"brown"
30,4,"red"
30,5,"brown"
30,6,"green"
30,7,"blue"
30,8,"blue"
30,9,"red"
30,10,"blue"
30,11,"red"
30,12,"brown"
30,13,"blue"
30,14,"brown"
30,15,"purple"
30,16,"red"
30,17,"brown"
30,18,"red"
30,19,"blue"
30,20,"purple"
30,21,"green"
30,22,"green"
30,23,"red"
30,24,"blue"
30,25,"purple"
30,26,"blue"
30,27,"purple"
30,28,"green"
30,29,"brown"
30,30,"brown"
30,31,"purple"
30,32,"red"
30,33,"red"
30,34,"brown"
30,35,"green"
30,36,"purple"
30,37,"brown"
30,38,"purple"
30,39,"red"
30,40,"green"
30,41,"green"
30,42,"green"
30,43,"green"
30,44,"bule"
30,45,"blue"
30,46,"red"
30,47,"purple"
30,48,"brown"
30,49,"purple"
30,50,"red"
31,1,"brown"
31,2,"red"
31,3,"brown"
31,4,"green"
31,5,"blue"
31,6,"purple"
31,7,"green"
31,8,"blue"
31,9,"blue"
31,10,"brown"
31,11,"red"
31,12,"red"
31,13,"green"
31,14,"brown"
31,15,"blue"
31,16,"brown"
31,17,"blue"
31,18,"blue"
31,19,"blue"
31,20,"red"
31,21,"red"
31,22,"purple"
31,23,"green"
31,24,"brown"
31,25,"red"
31,26,"red"
31,27,"purple"
31,28,"purple"
31,29,"red"
31,30,"purple"
31,31,"green"
31,32,"purple"
31,33,"green"
31,34,"brown"
31,35,"red"
31,36,"purple"
31,37,"green"
31,38,"blue"
31,39,"blue"
31,40,"purple"
31,41,"green"
31,42,"green"
31,43,"blue"
31,44,"brown"
31,45,"green"
31,46,"purple"
31,47,"brown"
31,48,"purple"
31,49,"red"
31,50,"brown"
32,1,"brown"
32,2,"purple"
32,3,"red"
32,4,"borwn"
32,5,"brown"
32,6,"green"
32,7,"red"
32,8,"green"
32,9,"green"
32,10,"brown"
32,11,"red"
32,12,"blue"
32,13,"brown"
32,14,"green"
32,15,"blue"
32,16,"purple"
32,17,"blue"
32,18,"purple"
32,19,"purple"
32,20,"blue"
32,21,"blue"
32,22,"red"
32,23,"green"
32,24,"brown"
32,25,"red"
32,26,"brown"
32,27,"green"
32,28,"purple"
32,29,"brown"
32,30,"purple"
32,31,"blue"
32,32,"brown"
32,33,"purple"
32,34,"red"
32,35,"purple"
32,36,"red"
32,37,"red"
32,38,"brown"
32,39,"green"
32,40,"brown"
32,41,"blue"
32,42,"green"
32,43,"red"
32,44,"purple"
32,45,"green"
32,46,"purple"
32,47,"blue"
32,48,"red"
32,49,"blue"
32,50,"blue"
33,1,"green"
33,2,"brown"
33,3,"purple"
33,4,"purple"
33,5,"green"
33,6,"brown"
33,7,"red"
33,8,"blue"
33,9,"purple"
33,10,"blue"
33,11,"blue"
33,12,"brown"
33,13,"purple"
33,14,"purple"
33,15,"green"
33,16,"green"
33,17,"brown"
33,18,"red"
